"navn","addresse","Org_nr","Sektor","godkjenning","lat","lng","postal_town","administrative_area_level_2","administrative_area_level_1","political","DVH_regioner_2019","Kommunenavn_2020"
"AquaGen AS avd Steigen Land","PB 1240, Torgard, , 7462 TRONDHEIM","Org. nr. 913 297 309","Økologisk akvakultur","Gyldig fra 02.02.2020 til 30.12.2021",63.4305149,10.3950528,0,0,"none","none","#N/A","#N/A"
"AquaGen AS avd. Hemne Land","Postboks 1240 Torgard , 7462 TRONDHEIM","Org. nr. 973 529 080","Økologisk akvakultur","Gyldig fra 26.04.2020 til 30.12.2021",63.4305149,10.3950528,0,0,"none","none","#N/A","#N/A"
"Aquagen AS avd. Tingvoll Land","Pb. 1240, Torgard , 7462 TRONDHEIM","Org. nr. 988 245 135","Økologisk akvakultur","Gyldig fra 10.06.2020 til 30.12.2021",63.4305149,10.3950528,0,0,"none","none","#N/A","#N/A"
"Arakataka AS","Mariboesgate 7 , 0173 OSLO","Org. nr. 981 674 723","Servering av økologisk mat og drikke","Gyldig fra 18.01.2021 til 30.12.2022",59.9164907,10.7505626,"Oslo","Oslo","Oslo","Grünerløkka","Oslo DVH","OSLO"
"Arctic Filet AS","Værnesveien 101 , 9381 TORSKEN","Org. nr. 995 287 250","Økologisk akvakultur","Gyldig fra 26.04.2020 til 30.12.2021",69.336079,17.0908738,"Torsken","Senja","Troms og Finnmark","none","Nord Norge DVH","TORSKEN"
"Arctic Linefish AS","Otneimneset , 6750 STADLANDET","Org. nr. 982 266 149","Bærekraftig fiske og fangst","Gyldig fra 26.04.2020 til 30.12.2021",62.2034454,5.1708738,0,0,"Vestland","none","Vest Norge DVH","#N/A"
"Arctic Seaweed AS","Tjørsvågstrand 27 , 4400 FLEKKEFJORD","Org. nr. 917 378 819","Økologisk akvakultur","Gyldig fra 24.06.2020 til 30.12.2021",58.2912554,6.6491593,"Flekkefjord","Flekkefjord","Agder","none","Vest Norge DVH","FLEKKEFJORD"
"Arcus Norway AS","Postboks 64 , 1483 HAGAN","Org. nr. 975 381 722","Foredling, import og omsetning","Gyldig fra 02.12.2020 til 30.12.2021",60.000312,10.8842835,0,0,"Viken","none","#N/A","#N/A"
"Are Samdrift A/S, v/ Bodil Frette","Skreveien 378 , 5541 KOLNES","Org. nr. 916 853 424","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",59.3962683,5.3678121,0,0,"none","none","#N/A","#N/A"
"Are Ytre-Eide","Åfetvegen 132 , 6895 FEIOS","Org. nr. 969 822 873","Økologisk landbruksproduksjon","Gyldig fra 05.10.2020 til 30.12.2021",61.1482796,6.7539129,0,0,"none","none","#N/A","#N/A"
"Arendal kommune (hovedkontor)","Postboks 123 , 4891 GRIMSTAD","Org. nr. 940 493 021","Servering av økologisk mat og drikke","Gyldig fra 01.11.2020 til 30.12.2021",58.3447019,8.5948668,0,0,"none","none","#N/A","#N/A"
"Arendals Bryggeri AS","Postboks 1474 Stoa , 4856 ARENDAL","Org. nr. 894 160 152","Foredling, import og omsetning","Gyldig fra 09.02.2020 til 30.12.2021",58.4617568,8.7724499,0,0,"none","none","#N/A","#N/A"
"Ariansen Tom Eugen","Jåsundveien 901 , 4580 LYNGDAL","Org. nr. 990 586 179","Foredling, import og omsetning","Gyldig fra 18.10.2020 til 30.12.2021",58.073388,7.141418,"Lyngdal","Lyngdal","Agder","none","Vest Norge DVH","LYNGDAL"
"Årikstad-Nielsen Turid","Vestre Spindsvei 711 , 4550 FARSUND","Org. nr. 914 977 371","Økologisk landbruksproduksjon","Gyldig fra 23.08.2020 til 30.12.2021",58.0769317,6.7902265,0,"Farsund","Agder","none","Vest Norge DVH","FARSUND"
"Arild Bøe Maskinentreprenør","Einavegen 1324 , 2843 EINA","Org. nr. 983 190 618","Økologisk landbruksproduksjon","Gyldig fra 29.03.2020 til 30.12.2021",60.582797,10.6453494,"Eina","Vestre Toten","Innlandet","none","Vestre Østland DVH","VESTRE TOTEN"
"Arne B. Corneliussen AS","Postboks 424 Økern , 0513 OSLO","Org. nr. 947 695 436","Foredling, import og omsetning","Gyldig fra 04.01.2021 til 30.12.2022",59.9320748,10.8054568,0,0,"Oslo","none","OSLO","OSLO"
"Arne Handeland Ringhagen eple og hyll","Amdalsvn 20 , 4208 SAUDASJØEN","Org. nr. 969 085 712","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",59.6476542,6.3120628,"Saudasjøen","Sauda","Rogaland","none","Vest Norge DVH","SAUDA"
"Arne Sjule AS","Moloveien 8 , 8622 MO I RANA","Org. nr. 913 450 566","Foredling, import og omsetning","Gyldig fra 02.06.2020 til 30.12.2021",66.3196864,14.1349494,"Mo i Rana","Rana","Nordland","none","Nord Norge DVH","RANA"
"Arneng Gro","Dalsvegen 639 , 2940 HEGGENES","Org. nr. 997 700 694","Økologisk landbruksproduksjon","Gyldig fra 11.05.2020 til 30.12.2021",61.1680499,8.8982405,"Heggenes","Vestre Slidre","Innlandet","none","Vestre Østland DVH","VESTRE SLIDRE"
"Arnesen Cesilie Ek","Ørmenvn. 8 , 1621 GRESSVIK","Org. nr. 985 220 204","Økologisk landbruksproduksjon","Gyldig fra 03.08.2020 til 30.12.2021",59.2629508,10.8640151,"Gressvik","Fredrikstad","Viken","none","VIKEN","FREDRIKSTAD"
"Arnesen Kaare Wilberg","Melåsmovn 136 , 2415 HERADSBYGD","Org. nr. 921 224 257","Økologisk landbruksproduksjon","Gyldig fra 03.08.2020 til 30.12.2021",60.8204914,11.6912874,"Heradsbygd","Elverum","Innlandet","none","Vestre Østland DVH","ELVERUM"
"Arnestad Christen Henning","Øvre Sørstranda 155 , 6823 SANDANE","Org. nr. 982 932 955","Økologisk landbruksproduksjon","Gyldig fra 21.10.2020 til 30.12.2021",61.7683263,6.1555989,"Sandane","Gloppen","Vestland","none","Vest Norge DVH","GLOPPEN"
"Aromacea","Kvanvikvn 500 , 4420 ÅNA-SIRA","Org. nr. 911 791 935","Økologisk landbruksproduksjon","Gyldig fra 25.02.2020 til 30.12.2021",58.2815034,6.4633524,"Åna-sira","Flekkefjord","Agder","none","Vest Norge DVH","FLEKKEFJORD"
"Art of Living Norge AS","Malerhaugveien 34 B , 0661 OSLO","Org. nr. 916 174 950","Foredling, import og omsetning","Gyldig fra 05.11.2020 til 30.12.2021",59.917003,10.7953425,"Oslo","Oslo","Oslo","Gamle Oslo","Oslo DVH","OSLO"
"Arteid Dagfinn Eriksen","Arteidvegen 208 , 2040 KLØFTA","Org. nr. 977 063 493","Økologisk landbruksproduksjon","Gyldig fra 09.06.2020 til 30.12.2021",60.0514008,11.1538813,"Kløfta","Lillestrøm","Viken","none","VIKEN","#N/A"
"Arteid Samdrift DA Stein Rotnebo","Asakvegen 146 , 1923 SØRUM","Org. nr. 882 502 902","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",60.0384962,11.1878006,"Sørum","Lillestrøm","Viken","none","VIKEN","SØRUM"
"Arvid Nordquist AS","Drammensveien 288 , 0283 OSLO","Org. nr. 985 147 439","Foredling, import og omsetning","Gyldig fra 10.11.2020 til 30.12.2021",59.9135254,10.6453979,"Oslo","Oslo","Oslo","Ullern","Oslo DVH","OSLO"
"Arvid og Birgitte Udo De Haes","Langdalen 68 , 3520 JEVNAKER","Org. nr. 984 654 413","Økologisk landbruksproduksjon","Gyldig fra 11.11.2020 til 30.12.2021",60.2654422,10.5121905,"Jevnaker","Jevnaker","Viken","none","VIKEN","JEVNAKER"
"AS Aalesundfisk","Postboks 2021 , 6028 ÅLESUND","Org. nr. 919 356 626","Bærekraftig fiske og fangst","Gyldig fra 14.07.2020 til 30.12.2021",62.4722284,6.1494821,0,0,"none","none","#N/A","#N/A"
"AS Femangerlaks","Sundvorvegen 1112 , 5647 BALDERSHEIM","Org. nr. 939 377 697","Økologisk akvakultur","Gyldig fra 15.06.2020 til 30.12.2021",60.1225431,5.7682159,"Baldersheim","Bjørnafjorden","Vestland","none","Vest Norge DVH","#N/A"
"AS Lisa","Ringeriksvn 173 , 1339 VØYENENGA","Org. nr. 932 587 696","Foredling, import og omsetning","Gyldig fra 03.11.2020 til 30.12.2021",59.9127984,10.4719887,"Vøyenenga","Bærum","Viken","none","VIKEN","BÆRUM"
"AS Nestlé Norge","Postboks 683 Skøyen , 0214 OSLO","Org. nr. 814 576 612","Foredling, import og omsetning","Gyldig fra 10.03.2020 til 30.12.2021",59.9228264,10.6793482,0,0,"Oslo","none","OSLO","OSLO"
"AS Røra Fabrikker","Stasjonsveien 21 , 7670 INDERØY","Org. nr. 916 915 144","Foredling, import og omsetning","Gyldig fra 18.11.2020 til 30.12.2021",63.8576562,11.4006465,"Inderøy","Inderøy","Trøndelag","none","Midt Norge DVH","INDERØY"
"Aschjem Knut Halvor","Holstadveien 103 , 1434 ÅS","Org. nr. 912 194 450","Foredling, import og omsetning","Gyldig fra 16.03.2020 til 30.12.2021",59.686114,10.8182299,"Ås","Ås","Viken","none","VIKEN","ÅS"
"Aschjem Wilhelm","Askimvn. 27 , 1860 TRØGSTAD","Org. nr. 972 409 642","Økologisk landbruksproduksjon","Gyldig fra 18.10.2020 til 30.12.2021",59.6359892,11.3076409,"Trøgstad","Indre Østfold","Viken","none","VIKEN","TRØGSTAD"
"ASK Brygghus AS","Åsaveien 95 , 3531 KROKKLEIVA","Org. nr. 918 073 639","Foredling, import og omsetning","Gyldig fra 18.10.2020 til 30.12.2021",60.0674617,10.3226073,"Krokkleiva","Hole","Viken","none","VIKEN","HOLE"
"Ask Gård Foredling AS","Amundrudvn 63 , 3520 JEVNAKER","Org. nr. 999 287 433","Foredling, import og omsetning","Gyldig fra 09.12.2020 til 30.12.2021",60.2407558,10.3834786,0,0,"none","none","#N/A","#N/A"
"Ask Marita","Gyldervn. 228 , 1592 VÅLER I ØSTFOLD","Org. nr. 913 858 204","Foredling, import og omsetning","Gyldig fra 03.12.2020 til 30.12.2021",59.5213988,10.8160994,"Våler i Østfold","Våler","Viken","none","#N/A","#N/A"
"Askehagen Thomas","Retterstadveien 245 , 2353 STAVSJØ","Org. nr. 912 996 883","Økologisk landbruksproduksjon","Gyldig fra 19.05.2020 til 30.12.2021",60.7843611,10.8511971,"Stavsjø","Ringsaker","Innlandet","none","Vestre Østland DVH","RINGSAKER"
"Askeland Arne","Askeland 28 , 5286 HAUS","Org. nr. 970 596 844","Økologisk landbruksproduksjon","Gyldig fra 23.06.2020 til 30.12.2021",60.4726106,5.4739256,"Haus","Osterøy","Vestland","none","Vest Norge DVH","OSTERØY"
"Askeland Ingemund Thorsheim","Gamlevegen 321 , 5590 ETNE","Org. nr. 915 314 082","Økologisk landbruksproduksjon","Gyldig fra 04.05.2020 til 30.12.2021",59.6413398,5.9043889,"Etne","Etne","Vestland","none","Vest Norge DVH","ETNE"
"Askilsrud Tore","Smedsbølevn. 16 , 3520 JEVNAKER","Org. nr. 991 589 058","Økologisk landbruksproduksjon","Gyldig fra 16.11.2020 til 30.12.2021",60.1889517,10.3571613,"Jevnaker","Ringerike","Viken","none","VIKEN","RINGERIKE"
"Askim Frukt- og Bærpresseri AS","Osloveien 93 , 1815 ASKIM","Org. nr. 944 195 033","Foredling, import og omsetning","Gyldig fra 29.09.2020 til 30.12.2021",59.5838033,11.1335294,"Askim","Indre Østfold","Viken","none","VIKEN","ASKIM"
"Askim Ola D.","Råbygdveien 3 , 7105 STADSBYGD","Org. nr. 969 634 465","Økologisk landbruksproduksjon","Gyldig fra 05.07.2020 til 30.12.2021",63.5172486,9.9946744,"Stadsbygd","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Askjemshalten Margareth og Odd Marvin","Solstad, Baustadbakken 33 , 7100 RISSA","Org. nr. 880 594 052","Økologisk landbruksproduksjon","Gyldig fra 30.08.2020 til 30.12.2021",63.5945714,9.9814524,"Rissa","Indre Fosen","Trøndelag","none","Midt Norge DVH","INDRE FOSEN"
"Askjer Rolf Herman","Sørbyvn. 884 , 3178 VÅLE","Org. nr. 986 805 516","Økologisk landbruksproduksjon","Gyldig fra 29.11.2020 til 30.12.2021",0.1,0.1,0,0,"none","none","#N/A","#N/A"
"Askland Aslak","Askland 156 , 4865 ÅMLI","Org. nr. 984 418 965","Økologisk landbruksproduksjon","Gyldig fra 05.08.2020 til 30.12.2021",58.8730377,8.3081874,"Åmli","Åmli","Agder","none","Vest Norge DVH","ÅMLI"
"Asko Agder AS","Postboks 183 , 4792 LILLESAND","Org. nr. 913 117 883","Foredling, import og omsetning","Gyldig fra 01.09.2020 til 30.12.2021",58.2513763,8.3757623,"Lillesand","Lillesand","Agder","none","Vest Norge DVH","LILLESAND"
"Asko Drammen AS","Postboks 573 , 3412 LIERSTRANDA","Org. nr. 930 622 974","Foredling, import og omsetning","Gyldig fra 25.05.2020 til 30.12.2021",59.757472,10.262079,0,0,"none","none","#N/A","#N/A"
"Asko Hedmark AS","Postboks 130 , 2381 BRUMUNDDAL","Org. nr. 918 710 507","Foredling, import og omsetning","Gyldig fra 10.05.2020 til 30.12.2021",60.8809476,10.9394781,0,0,"none","none","#N/A","#N/A"
"Asko Midt Norge AS","Østre Rosten 104 , 7483 TRONDHEIM","Org. nr. 979 334 109","Foredling, import og omsetning","Gyldig fra 10.05.2020 til 30.12.2021",63.3451876,10.3759268,"Tiller","Trondheim","Trøndelag","none","Midt Norge DVH","TRONDHEIM"
"Asko Molde AS","Årøsetervn. 20 , 6422 MOLDE","Org. nr. 813 612 992","Foredling, import og omsetning","Gyldig fra 11.05.2020 til 30.12.2021",62.7372352,7.1607306,0,0,"none","none","#N/A","#N/A"
"Asko Nord AS","Postboks 1228 , 9268 TROMSØ","Org. nr. 979 655 215","Foredling, import og omsetning","Gyldig fra 07.05.2020 til 30.12.2021",69.639258,18.935194,0,0,"Troms og Finnmark","none","Nord Norge DVH","#N/A"
"Asko Norge AS","Postboks 130 Sentrum , 0102 OSLO","Org. nr. 982 081 998","Foredling, import og omsetning","Gyldig fra 29.06.2020 til 30.12.2021",59.909539,10.7229487,"Oslo",0,"Oslo","none","OSLO","OSLO"
"Asko Oppland AS","Postboks 43 , 2907 LEIRA I VALDRES","Org. nr. 971 059 435","Foredling, import og omsetning","Gyldig fra 10.05.2020 til 30.12.2021",60.942484,9.2077764,0,0,"Innlandet","none","Vestre Østland DVH","#N/A"
"Asko Øst AS","Postboks 164 , 1541 VESTBY","Org. nr. 912 015 238","Foredling, import og omsetning","Gyldig fra 07.05.2020 til 30.12.2021",59.6024843,10.7468662,0,0,"none","none","#N/A","#N/A"
"Asko Rogaland AS","Skurvemarka 21 , 4330 ÅLGÅRD","Org. nr. 923 622 845","Foredling, import og omsetning","Gyldig fra 25.05.2020 til 30.12.2021",58.7431325,5.9302785,"Ålgård","Gjesdal","Rogaland","none","Vest Norge DVH","GJESDAL"
"Asko Sentrallager AS","Postboks 164 , 1541 VESTBY","Org. nr. 992 684 666","Foredling, import og omsetning","Gyldig fra 11.05.2020 til 30.12.2021",59.6024843,10.7468662,0,0,"none","none","#N/A","#N/A"
"Asko Sentrallager Kjøl AS","PB 164 , 1540 VESTBY","Org. nr. 915 138 357","Foredling, import og omsetning","Gyldig fra 27.08.2020 til 30.12.2021",59.5670114,10.6851093,0,0,"none","none","#N/A","#N/A"
"Asko Vest AS","Postboks 270 Indre Arna , 5888 BERGEN","Org. nr. 979 487 916","Foredling, import og omsetning","Gyldig fra 27.08.2020 til 30.12.2021",60.4113482,5.4771334,0,0,"none","none","#N/A","#N/A"
"ASKO Vestfold - Telemark AS","Postboks 2111 Stubberød , 3255 LARVIK","Org. nr. 933 129 950","Foredling, import og omsetning","Gyldig fra 25.05.2020 til 30.12.2021",59.078964,10.060186,0,0,"Vestfold og Telemark","none","Vestre Østland DVH","#N/A"
"Åsprong drift v/ Astrid Merete Bye","Meisingsetvegen 814 , 6628 MEISINGSET","Org. nr. 986 453 008","Foredling, import og omsetning","Gyldig fra 10.05.2020 til 30.12.2021",62.8765263,8.3464755,"Meisingset","Tingvoll","Møre og Romsdal","none","Midt Norge DVH","TINGVOLL"
"Athammer Vidar Lågøy","Lågøy , 6924 HARDBAKKE","Org. nr. 969 823 306","Økologisk landbruksproduksjon","Gyldig fra 06.09.2020 til 30.12.2021",61.0740153,4.8403701,0,0,"none","none","#N/A","#N/A"
"Au Naturel UK Inc, Norway","Kjelsåsveien 168 A , 0884 OSLO","Org. nr. 991 061 312","Foredling, import og omsetning","Gyldig fra 09.02.2020 til 30.12.2021",59.9663388,10.7692055,"Oslo","Oslo","Oslo","Nordre Aker","Oslo DVH","OSLO"
"Augustin Hotel","C.Sundtsgt. 22 , 5004 BERGEN","Org. nr. 976 576 926","Servering av økologisk mat og drikke","Gyldig fra 07.10.2020 til 30.12.2021",60.3960027,5.3177403,"Bergen","Bergen","Vestland","Bergenhus","Vest Norge DVH","BERGEN"
"Aukrust Gard og Urteri Ola Aukrust","Solsidevegen 449 , 2686 LOM","Org. nr. 969 193 590","Foredling, import og omsetning","Gyldig fra 07.10.2020 til 30.12.2021",61.8228147,8.5252622,"Lom","Lom","Innlandet","none","Vestre Østland DVH","LOM"
"Aukrust Kari Osmoen","Rørosvn. 3662 , 2550 OS I ØSTERDALEN","Org. nr. 969 173 360","Økologisk landbruksproduksjon","Gyldig fra 19.11.2020 til 30.12.2021",62.5042613,11.2593592,"Os i Østerdalen","Os","Innlandet","none","Vestre Østland DVH","#N/A"
"Aulihonning Johnny Derås","Vipevegen 7 A , 1929 AULI","Org. nr. 914 009 189","Økologisk landbruksproduksjon","Gyldig fra 04.03.2020 til 30.12.2021",60.0307748,11.3688881,"Auli","Nes","Viken","none","VIKEN","#N/A"
"Aune Arne Olav","Aunvegen 165 , 7873 HARRAN","Org. nr. 880 491 482","Økologisk landbruksproduksjon","Gyldig fra 16.08.2020 til 30.12.2021",64.6216226,12.5865852,"Harran","Grong","Trøndelag","none","Midt Norge DVH","GRONG"
"Aurbakken Honning v/ Arash Rayzan","Elvefaret 30 , 0751 OSLO","Org. nr. 815 709 012","Økologisk landbruksproduksjon","Gyldig fra 13.09.2020 til 30.12.2021",59.9402575,10.6353416,"Oslo","Oslo","Oslo","Røa","Oslo DVH","OSLO"
"Aurlien Bjørg Devik","Devik 95 , 6828 HESTENESØYRA","Org. nr. 982 763 541","Foredling, import og omsetning","Gyldig fra 23.11.2020 til 30.12.2021",61.8301763,6.0513361,"Hestenesøyra","Gloppen","Vestland","none","Vest Norge DVH","GLOPPEN"
"Aurlien Ida","Baklivegen 640 , 2625 FÅBERG","Org. nr. 925 652 547","Økologisk landbruksproduksjon","Gyldig fra 06.07.2020 til 30.12.2021",61.1808902,10.3046336,"Fåberg","Lillehammer","Innlandet","none","Vestre Østland DVH","LILLEHAMMER"
"Aurstad Håvard","Hollbruvegen 250 , 7711 STEINKJER","Org. nr. 988 101 133","Økologisk landbruksproduksjon","Gyldig fra 17.01.2021 til 30.12.2021",63.9313659,11.5640087,"Sparbu","Steinkjer","Trøndelag","none","Midt Norge DVH","STEINKJER"
"Austad Knut Grundeson","Austad 199 , 4745 BYGLAND","Org. nr. 983 234 550","Økologisk landbruksproduksjon","Gyldig fra 03.02.2020 til 30.12.2021",58.963369,7.6799511,0,0,"none","none","#N/A","#N/A"
"Austad Skog AS","Postboks 61 , 2480 KOPPANG","Org. nr. 989 397 389","Økologisk landbruksproduksjon","Gyldig fra 21.04.2020 til 30.12.2021",61.5706544,11.055484,0,0,"none","none","#N/A","#N/A"
"Austevoll Laksepakkeri AS","Bjånesøyvegen 13 , 5392 STOREBØ","Org. nr. 996 646 734","Foredling, import og omsetning","Gyldig fra 09.11.2020 til 30.12.2021",60.0919561,5.2247997,"Storebø","Austevoll","Vestland","none","Vest Norge DVH","AUSTEVOLL"
"Austevoll Seaweed AS","Risvikvegen 43 , 5384 TORANGSVÅG","Org. nr. 916 496 656","Økologisk akvakultur","Gyldig fra 27.05.2020 til 30.12.2021",60.1160219,5.160451,"Torangsvåg","Austevoll","Vestland","none","Vest Norge DVH","AUSTEVOLL"
"Austevoll Villsau AS","Søreide 12 , 5592 STOREBØ","Org. nr. 912 120 392","Økologisk landbruksproduksjon","Gyldig fra 09.12.2020 til 30.12.2021",60.061975,5.251837,"Storebø","Austevoll","Vestland","none","Vest Norge DVH","AUSTEVOLL"
"Autentico AS","Lysaker Torg 8 , 1366 LYSAKER","Org. nr. 997 417 666","Foredling, import og omsetning","Gyldig fra 04.11.2020 til 30.12.2021",59.9116797,10.6371935,"Lysaker","Bærum","Viken","none","VIKEN","BÆRUM"
"Automatpack A/S","Postboks 64 Smestad , 0309 OSLO","Org. nr. 951 679 593","Foredling, import og omsetning","Gyldig fra 21.10.2020 til 30.12.2021",59.9374534,10.68556,0,0,"Oslo","none","OSLO","OSLO"
"Avd. 420 Pelagia Måløy Sildoljefabrikk","Postboks 444 , 5805 BERGEN","Org. nr. 977 027 373","Økologisk akvakultur","Gyldig fra 21.10.2020 til 30.12.2021",60.3912628,5.3220544,0,0,"none","none","#N/A","#N/A"
"Aviamedicus Ødegaard","Ullershovvegen 45 , 2160 VORMSUND","Org. nr. 887 822 522","Økologisk landbruksproduksjon","Gyldig fra 21.10.2020 til 30.12.2021",60.1568835,11.4523331,"Vormsund","Nes","Viken","none","VIKEN","#N/A"
"Axel Andersen A/S","Postboks 2308 Strømsø , 3045 DRAMMEN","Org. nr. 977 069 904","Foredling, import og omsetning","Gyldig fra 29.09.2020 til 30.12.2021",59.7323369,10.2191725,0,0,"Viken","none","#N/A","#N/A"
"B&R Wine AS","Pb 123 , 1325 LYSAKER","Org. nr. 985 478 032","Foredling, import og omsetning","Gyldig fra 31.03.2020 til 30.12.2021",59.9131287,10.640499,0,0,"Viken","none","#N/A","#N/A"
"Baadshaug Bjørn Egil","Botshaug 22 , 2080 EIDSVOLL","Org. nr. 970 919 929","Økologisk landbruksproduksjon","Gyldig fra 02.06.2020 til 30.12.2021",60.3337769,11.2405209,"Eidsvoll","Eidsvoll","Viken","none","VIKEN","EIDSVOLL"
"Baalerud Jes Ole","Bjønnåsveien 1 , 3623 LAMPELAND","Org. nr. 969 234 467","Økologisk landbruksproduksjon","Gyldig fra 29.04.2020 til 30.12.2021",59.8414329,9.5813161,0,"Flesberg","Viken","none","VIKEN","FLESBERG"
"Baarøy Jo Helge","Brandangerveien 626 , 5960 DALSØYRA","Org. nr. 885 671 942","Økologisk landbruksproduksjon","Gyldig fra 19.04.2020 til 30.12.2021",60.9302908,5.0242415,"Dalsøyra","Gulen","Vestland","none","Vest Norge DVH","GULEN"
"Backe Fredrik Andre","Undrumsdalvn. 627 , 3176 UNDRUMSDAL","Org. nr. 975 441 776","Økologisk landbruksproduksjon","Gyldig fra 25.11.2020 til 30.12.2021",59.3717891,10.367462,0,"Tønsberg","Vestfold og Telemark","none","Vestre Østland DVH","TØNSBERG"
"Badendyck Dag Richard","Andebuvn. 705 A , 3158 ANDEBU","Org. nr. 914 739 950","Foredling, import og omsetning","Gyldig fra 13.08.2020 til 30.12.2021",59.3059204,10.1765277,0,0,"none","none","#N/A","#N/A"
"Bærgården AS","Bakkerudvn. 3 , 3410 SYLLING","Org. nr. 998 570 018","Foredling, import og omsetning","Gyldig fra 14.09.2020 til 30.12.2021",59.8947884,10.2832074,0,0,"none","none","#N/A","#N/A"
"Bærtur v/Bjørg Aarøe","Vassåsveien 20 , 3090 HOF","Org. nr. 920 352 219","Økologisk landbruksproduksjon","Gyldig fra 01.11.2020 til 30.12.2021",59.4840752,10.0926589,"Hof","Holmestrand","Vestfold og Telemark","none","Vestre Østland DVH","HOLMESTRAND"
"Baglund Miriam","Haugen Gård, Utsetveien 26 , 7247 HESTVIKA","Org. nr. 999 321 410","Økologisk landbruksproduksjon","Gyldig fra 07.10.2020 til 30.12.2021",63.5392692,9.1216118,0,0,"Trøndelag","none","Midt Norge DVH","#N/A"
"Bakehuset A/S Møllhausen avd. Furuset","Søren Bulls vei 27 , 1051 OSLO","Org. nr. 914 183 332","Foredling, import og omsetning","Gyldig fra 05.05.2020 til 30.12.2021",59.9401796,10.901543,"Oslo","Oslo","Oslo","Bydel Alna","Oslo DVH","OSLO"
"Bakeriet AS","Midtregt. 16 , 8624 MO I RANA","Org. nr. 948 134 926","Foredling, import og omsetning","Gyldig fra 24.06.2020 til 30.12.2021",66.3121796,14.1347979,"Mo i Rana","Rana","Nordland","none","Nord Norge DVH","RANA"
